City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
339,Bereznik,RU,62.8551,42.7072,35.33,97,100,9.64,overcast clouds
340,Tyukhtet,RU,56.5389,89.3011,34.14,88,100,4.25,overcast clouds
341,Kamenka,RU,51.3223,42.7678,59.38,46,29,15.84,scattered clouds
342,Kloulklubed,PW,7.0419,134.2556,75.7,82,100,14.43,moderate rain
343,Ayan,RU,56.45,138.1667,18.07,87,83,8.88,broken clouds
344,Komsomolets,KZ,53.7453,62.0708,45.55,57,100,4.09,overcast clouds
345,Belle Fourche,US,44.6714,-103.8522,35.55,58,5,3.6,clear sky
346,Narsaq,GL,60.9167,-46.05,34.02,60,14,2.37,few clouds
347,Mirzapur,IN,25.15,82.5833,96.76,6,0,3.69,clear sky
348,Fort Nelson,CA,58.8053,-122.7002,35.19,100,100,6.91,light rain
349,Nizhnevartovsk,RU,60.9344,76.5531,26.62,80,100,15.99,light snow
350,Bellevue,US,47.6104,-122.2007,50.49,84,75,13.8,broken clouds
351,Fairbanks,US,64.8378,-147.7164,17.22,71,20,17.27,few clouds
352,Maniwaki,CA,46.3834,-75.966,34.18,93,100,1.14,overcast clouds
353,Ganzhou,CN,28.8184,115.4327,68.56,53,0,1.92,clear sky
354,College,US,64.8569,-147.8028,16.59,71,100,17.27,overcast clouds
355,Moron,AR,-34.6534,-58.6198,73.96,82,0,5.91,clear sky
356,Ilo,PE,-17.6394,-71.3375,67.06,77,100,5.75,mist
357,Achinsk,RU,56.2694,90.4993,34.86,83,100,3.74,overcast clouds
358,Coos Bay,US,43.3665,-124.2179,48.99,96,100,10.36,overcast clouds
359,Rawah,IQ,34.4816,41.9093,92.26,10,100,4.23,overcast clouds
360,Monte Santo,BR,-10.4378,-39.3328,84.63,45,81,7.85,broken clouds
361,Brandon,US,27.9378,-82.2859,68.92,60,0,11.01,clear sky
362,Faya,SA,18.3851,42.4509,80.71,16,0,0.38,clear sky
363,Maiduguri,NG,11.8464,13.1603,108.1,12,39,4.41,scattered clouds
364,Nikolskoye,RU,59.7035,30.7861,46.29,95,100,8.14,overcast clouds
365,Araguacu,BR,-12.9306,-49.8264,87.19,59,8,2.91,clear sky
366,Nhulunbuy,AU,-12.2333,136.7667,79.41,83,100,3.44,overcast clouds
367,Lodwar,KE,3.1191,35.5973,96.84,24,98,19.3,overcast clouds
368,Mykhaylivka,UA,47.2724,35.2224,50.63,89,100,5.1,overcast clouds
369,Kjollefjord,NO,70.9457,27.3465,33.85,79,86,20.04,overcast clouds
370,Whitefish,US,48.4111,-114.3376,31.5,86,0,0.0,clear sky
371,San Lucas,MX,16.6,-92.7167,70.56,78,95,3.49,overcast clouds
372,Dhidhdhoo,MV,6.8833,73.1,84.7,69,39,4.88,scattered clouds
373,Sydney,AU,-33.8679,151.2073,68.27,84,20,15.01,few clouds
374,Erenhot,CN,43.6475,111.9767,56.5,28,0,11.81,clear sky
375,Port Elizabeth,ZA,-33.918,25.5701,65.1,73,40,8.05,scattered clouds
376,Jeremie,HT,18.65,-74.1167,81.18,68,27,0.65,scattered clouds
377,Sassandra,CI,4.95,-6.0833,87.35,64,90,10.74,overcast clouds
378,Carutapera,BR,-1.195,-46.02,75.7,95,100,6.55,light rain
379,Bethel,US,41.3712,-73.414,52.52,88,100,5.99,overcast clouds
380,Port-Gentil,GA,-0.7193,8.7815,81.21,84,70,12.73,light rain
381,Amalapuram,IN,16.5833,82.0167,78.66,83,54,5.14,broken clouds
382,Kavaratti,IN,10.5669,72.642,84.94,68,99,7.49,overcast clouds
383,Guerrero Negro,MX,27.9769,-114.0611,65.37,50,83,5.68,broken clouds
384,Bowen,AU,-20.0167,148.2333,78.21,80,91,15.43,overcast clouds
385,Nishihara,JP,26.1842,127.7558,69.08,73,0,12.66,clear sky
386,Torbay,CA,47.6666,-52.7314,39.27,89,100,11.5,overcast clouds
387,Hazleton,US,40.9584,-75.9746,48.07,76,0,0.0,clear sky
388,Lerwick,GB,60.1545,-1.1494,44.6,67,72,25.7,broken clouds
389,Port Hardy,CA,50.6996,-127.4199,42.8,93,100,5.75,light rain
390,Salina,US,38.8403,-97.6114,37.53,56,0,17.27,clear sky
391,Bam,IR,29.106,58.357,92.46,5,2,1.48,clear sky
392,Nampula,MZ,-15.1165,39.2666,85.95,51,40,10.36,scattered clouds
393,Perigueux,FR,45.1833,0.7167,62.01,67,100,17.96,overcast clouds
394,Bonfim,BR,3.0833,-59.95,79.18,74,100,6.38,overcast clouds
395,Baruun-Urt,MN,46.6806,113.2792,46.18,29,2,7.99,clear sky
396,Sao Joao De Pirabas,BR,-0.7747,-47.1772,74.86,97,100,6.98,very heavy rain
397,Cannington,AU,-32.0167,115.95,68.14,88,75,17.27,broken clouds
398,Lata,PT,40.1629,-8.3327,59.81,82,100,9.44,overcast clouds
399,Murnau,DE,48.2302,12.2943,56.08,78,100,20.49,overcast clouds
400,Poltava,UA,49.5937,34.5407,59.13,56,100,11.25,overcast clouds
401,Sisimiut,GL,66.9395,-53.6735,15.06,81,100,6.76,overcast clouds
402,Devrek,TR,41.2192,31.9558,63.45,71,60,10.87,broken clouds
403,Tshikapa,CD,-6.4167,20.8,90.0,48,20,1.7,few clouds
404,Wanning,CN,18.8003,110.3967,68.79,79,51,7.56,broken clouds
405,Sibolga,ID,1.7427,98.7792,77.95,84,87,1.9,overcast clouds
406,Poshekhonye,RU,58.4993,39.1353,44.83,89,100,12.93,overcast clouds
407,Lucapa,AO,-8.4192,20.7447,84.97,48,25,1.07,scattered clouds
408,Poronaysk,RU,49.2167,143.1167,29.77,76,100,7.7,snow
409,Lar,IN,26.2039,83.9717,91.15,11,0,5.3,clear sky
410,Nome,US,64.5011,-165.4064,1.47,85,100,6.91,light snow
411,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,88,75,26.93,broken clouds
412,Darlowo,PL,54.421,16.4107,44.37,60,9,22.66,clear sky
413,Monduli,TZ,-3.3,36.45,75.69,46,65,10.98,broken clouds
414,Luderitz,NA,-26.6481,15.1594,74.26,47,3,17.09,clear sky
415,Alekseyevsk,RU,57.8406,108.3492,26.28,97,100,2.95,overcast clouds
416,Kropotkin,RU,45.4375,40.5756,58.82,71,66,18.68,broken clouds
417,Saint-Augustin,CA,51.226,-58.6502,32.88,99,100,6.24,overcast clouds
418,Senneterre,CA,48.3835,-77.2328,33.04,99,100,5.39,light snow
419,Codrington,AU,-38.2667,141.9667,60.94,71,8,7.83,clear sky
420,Ho Chi Minh City,VN,10.75,106.6667,84.22,70,20,9.22,few clouds
421,Selty,RU,57.3132,52.1345,39.0,100,100,5.39,overcast clouds
422,Kiunga,PG,-6.1219,141.2906,73.94,98,100,2.13,light rain
423,Tawang,IN,27.5833,91.8667,47.14,92,100,2.86,overcast clouds
424,Hurricane,US,37.1753,-113.2899,51.03,26,0,6.31,clear sky
425,Shiraz,IR,29.6036,52.5388,78.24,7,75,11.5,broken clouds
426,Half Moon Bay,US,37.4636,-122.4286,62.02,71,75,6.91,mist
427,Yenagoa,NG,4.9247,6.2642,91.15,56,93,6.67,light rain
428,Lilongwe,MW,-13.9669,33.7873,75.4,56,40,5.75,moderate rain
429,Shimoda,JP,34.6667,138.95,53.1,77,0,4.79,clear sky
430,Lazaro Cardenas,MX,17.9583,-102.2,74.44,64,8,2.71,clear sky
431,Kichera,RU,55.9375,110.0997,28.26,96,100,1.88,light snow
432,Cabra,ES,37.4725,-4.4421,64.24,46,100,8.72,overcast clouds
433,Lagos,NG,6.5833,3.75,91.72,54,89,10.11,overcast clouds
434,Sobolevo,RU,54.4299,31.8996,43.45,93,100,8.66,overcast clouds
435,Nikolayevsk-Na-Amure,RU,53.1406,140.73,13.73,96,48,0.72,scattered clouds
436,Trim,IE,53.555,-6.7917,47.28,75,100,11.43,overcast clouds
437,Vangaindrano,MG,-23.35,47.6,78.19,77,56,7.07,broken clouds
438,Peniche,PT,39.3558,-9.3811,63.09,85,100,16.11,overcast clouds
439,Udgir,IN,18.3833,77.1167,95.59,19,66,5.61,broken clouds
440,Lompoc,US,34.6391,-120.4579,67.12,54,0,9.22,clear sky
441,Lundazi,ZM,-12.2929,33.1782,73.26,84,99,3.74,moderate rain
442,Darnah,LY,32.767,22.6367,64.76,58,0,20.2,clear sky
443,Beringovskiy,RU,63.05,179.3167,-9.98,98,69,4.7,broken clouds
444,San Juan,AR,-31.5375,-68.5364,77.25,36,0,7.65,clear sky
445,Pontianak,ID,-0.0333,109.3333,76.98,100,40,2.3,scattered clouds
446,Santa Fe,AR,-31.6333,-60.7,78.01,80,23,1.99,few clouds
447,Kalmunai,LK,7.4167,81.8167,80.38,78,72,5.06,broken clouds
448,Mbaiki,CF,3.8678,17.9892,90.57,41,66,5.7,broken clouds
449,Knysna,ZA,-34.0363,23.0471,63.46,65,76,12.19,broken clouds
450,Conceicao Do Araguaia,BR,-8.2578,-49.2647,85.68,65,76,4.18,broken clouds
451,Saint-Joseph,RE,-21.3667,55.6167,77.38,82,55,14.56,light rain
452,Aksay,RU,47.26,39.87,64.62,42,100,15.01,overcast clouds
453,Talnakh,RU,69.4865,88.3972,2.21,98,100,5.14,overcast clouds
454,Krivodanovka,RU,55.0881,82.6551,37.49,93,100,27.0,light intensity shower rain
455,San Mariano,PH,7.5,126.0,73.53,95,100,2.28,moderate rain
456,Jibuti,DJ,11.5,42.5,84.22,34,33,13.13,scattered clouds
457,Cascais,PT,38.6979,-9.4215,64.47,70,40,16.11,scattered clouds
458,Terra Santa,BR,-2.1042,-56.4869,81.93,83,94,4.94,overcast clouds
459,Dhuburi,IN,26.0333,89.9667,81.55,60,0,10.65,clear sky
460,Karaton,ID,-6.3424,106.1045,75.06,86,100,6.31,overcast clouds
461,Caravelas,BR,-17.7125,-39.2481,84.15,64,14,6.76,few clouds
462,Panaba,MX,21.2833,-88.2667,72.27,70,100,14.36,overcast clouds
463,Yerbogachen,RU,61.2767,108.0108,13.08,94,80,2.64,broken clouds
464,Vao,NC,-22.6667,167.4833,78.31,84,17,24.18,few clouds
465,Bireun,ID,5.203,96.7009,79.5,80,88,3.67,moderate rain
466,Camopi,GF,3.1655,-52.3158,77.36,95,98,4.34,overcast clouds
467,Megion,RU,61.0296,76.1136,26.62,86,100,15.43,light snow
468,Opuwo,NA,-18.0607,13.84,88.07,24,1,5.12,clear sky
469,Rundu,NA,-17.9333,19.7667,88.41,25,13,6.51,few clouds
470,Nawalapitiya,LK,7.0559,80.5348,70.65,92,100,1.7,heavy intensity rain
471,Tiarei,PF,-17.5333,-149.3333,78.01,76,52,18.84,light rain
472,Kyra,RU,49.5776,111.9753,36.79,61,19,3.36,few clouds
473,Mackay,AU,-21.15,149.2,77.68,88,75,9.22,broken clouds
474,Bismarck,US,46.8083,-100.7837,28.24,77,0,9.22,clear sky
475,Dwarka,IN,22.2394,68.9678,83.48,62,100,10.89,overcast clouds
476,Aras,ES,42.5617,-2.356,64.81,34,20,17.27,few clouds
477,Merauke,ID,-8.4667,140.3333,80.24,79,10,13.94,clear sky
478,Ust-Kuyga,RU,70.0167,135.6,-4.85,97,99,3.53,overcast clouds
479,Andenes,NO,69.3143,16.1194,35.58,51,0,9.22,clear sky
480,Wamba,NG,8.9333,8.6,98.19,32,97,5.95,overcast clouds
481,Waingapu,ID,-9.6567,120.2641,78.73,84,100,2.82,overcast clouds
482,Cururupu,BR,-1.8283,-44.8683,74.7,99,100,1.39,moderate rain
483,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,68,53,6.55,broken clouds
484,Bonthe,SL,7.5264,-12.505,87.08,63,26,10.98,scattered clouds
485,Kapit,MY,2.0167,112.9333,73.53,99,100,2.33,light rain
486,Monastyrshchina,RU,54.3496,31.838,43.93,93,100,8.63,overcast clouds
487,Kibaya,TZ,-5.3,36.5667,75.52,45,13,6.04,few clouds
488,Decatur,US,39.8403,-88.9548,37.45,87,100,14.97,overcast clouds
489,Apomu,NG,7.3333,4.1833,101.8,32,100,2.53,overcast clouds
490,Nouadhibou,MR,20.931,-17.0347,82.38,26,0,20.71,clear sky
491,Hami,CN,42.8,93.45,74.52,12,36,7.63,scattered clouds
492,Ingham,US,42.6,-84.3833,39.16,90,100,3.44,overcast clouds
493,Kirovsk,UA,48.6375,38.6428,59.58,49,100,9.98,overcast clouds
494,Sovetskiy,RU,61.3614,63.5842,30.76,92,100,1.41,overcast clouds
495,Charters Towers,AU,-20.1,146.2667,73.94,76,3,8.52,clear sky
496,Hvide Sande,DK,56.0045,8.1294,44.65,57,40,19.57,scattered clouds
497,Richards Bay,ZA,-28.783,32.0377,68.11,82,77,7.09,light rain
498,Riyadh,SA,24.6877,46.7219,98.74,5,0,4.09,clear sky
499,Puerto Escondido,MX,15.85,-97.0667,72.43,88,0,4.61,clear sky
500,Barranca,PE,-10.75,-77.7667,69.01,81,77,6.42,broken clouds
501,Hualmay,PE,-11.0964,-77.6139,68.31,85,100,6.67,overcast clouds
502,Hetauda,NP,27.4284,85.0322,85.35,31,29,4.09,scattered clouds
503,Dudinka,RU,69.4058,86.1778,2.62,100,70,2.3,broken clouds
504,Vilhena,BR,-12.7406,-60.1458,80.82,78,0,5.75,clear sky
505,Xiongzhou,CN,25.1167,114.3,67.93,51,0,1.16,clear sky
506,Dongsheng,CN,39.8161,109.9776,58.33,16,5,8.63,clear sky
507,Harboore,DK,56.6175,8.1807,45.09,62,17,24.94,few clouds
508,Natchez,US,31.5604,-91.4032,53.04,47,0,13.8,clear sky
509,Novyy Urgal,RU,51.0736,132.5642,14.59,99,89,0.47,overcast clouds
510,Takoradi,GH,4.8845,-1.7554,87.19,66,66,12.66,broken clouds
511,Bac Lieu,VN,9.285,105.7244,80.56,76,85,7.87,overcast clouds
512,Luan,CH,46.3592,6.9759,45.86,89,100,5.01,overcast clouds
513,Buraydah,SA,26.326,43.975,95.45,5,94,3.62,overcast clouds
514,Sangar,RU,63.9242,127.4739,18.32,96,100,2.71,overcast clouds
515,Balaipungut,ID,1.05,101.2833,75.29,96,96,1.23,overcast clouds
516,Okha,RU,53.5739,142.9478,16.12,95,44,5.39,scattered clouds
517,Aracati,BR,-4.5617,-37.7697,83.28,76,100,11.77,moderate rain
518,Monywa,MM,22.1167,95.1333,93.7,34,87,8.72,overcast clouds
519,Umm Kaddadah,SD,13.6017,26.6876,103.41,7,0,6.73,clear sky
520,Pizarro,CO,4.9533,-77.366,78.64,89,78,7.11,moderate rain
521,Wegorzewo,PL,54.2157,21.7372,44.92,56,100,14.16,overcast clouds
522,Auki,SB,-8.7676,160.7034,78.15,88,100,3.87,overcast clouds
523,Okato,NZ,-39.2,173.8833,55.9,77,49,8.55,scattered clouds
524,Howard,US,39.2504,-76.933,54.05,73,0,4.0,clear sky
525,Mahibadhoo,MV,3.7833,72.9667,84.54,69,24,8.12,few clouds
526,Malyye Derbety,RU,47.9547,44.6808,55.94,64,100,12.01,overcast clouds
527,Liling,CN,27.6667,113.5,68.16,45,2,2.46,clear sky
528,Birjand,IR,32.8663,59.2211,79.27,6,40,26.46,sand
529,La Sarre,CA,48.8002,-79.1996,34.23,99,100,1.43,light snow
530,Mulbagal,IN,13.1667,78.4,81.61,39,82,8.08,broken clouds
531,Port Augusta,AU,-32.5,137.7667,66.24,61,0,5.55,clear sky
532,Naze,JP,28.3667,129.4833,63.52,63,0,6.96,clear sky
533,Marsaxlokk,MT,35.8419,14.5431,70.41,43,0,19.57,clear sky
534,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,74,75,12.66,broken clouds
535,Suntar,RU,62.1444,117.6319,14.27,95,100,4.34,overcast clouds
536,Wajid,SO,3.8093,43.2471,95.99,23,99,12.93,overcast clouds
537,Simbahan,PH,6.3032,120.5836,81.77,81,97,11.81,overcast clouds
538,Alofi,NU,-19.0595,-169.9187,78.69,89,71,8.05,broken clouds
539,Hay River,CA,60.8156,-115.7999,35.58,75,100,5.75,light rain
540,Broome,US,42.2506,-75.833,46.53,76,100,10.36,overcast clouds
541,Sioux Lookout,CA,50.1001,-91.917,21.27,53,20,12.66,few clouds
542,Myitkyina,MM,25.3833,97.4,76.98,56,49,6.08,scattered clouds
543,Gambela,ET,8.25,34.5833,99.84,23,34,12.01,scattered clouds
544,San Felipe,VE,10.3399,-68.7425,80.83,70,96,5.26,overcast clouds
545,Batagay-Alyta,RU,67.8006,130.4114,0.23,96,49,5.68,scattered clouds
546,Susanino,RU,58.1461,41.5872,47.55,85,100,10.85,overcast clouds
547,Palmerston,AU,-12.486,130.9833,82.38,86,0,3.44,clear sky
548,Shubarkuduk,KZ,49.1447,56.4872,56.16,51,100,15.12,overcast clouds
549,Omsukchan,RU,62.5333,155.8,13.39,96,100,5.14,overcast clouds
550,Puerto Ayacucho,VE,5.6639,-67.6236,85.95,64,29,3.36,scattered clouds
551,Seymchan,RU,62.8833,152.4333,16.27,96,100,2.89,light snow
552,Luanda,AO,-8.8368,13.2343,81.45,78,95,14.41,overcast clouds
553,Alta Floresta,BR,-9.8756,-56.0861,87.62,70,40,5.75,scattered clouds
554,Chizhou,CN,30.6578,117.4831,65.61,53,0,5.26,clear sky
555,Barra,BR,-11.0894,-43.1417,89.35,30,7,5.41,clear sky
556,Bayir,TR,37.2687,28.2167,63.12,45,0,12.73,clear sky
557,Ternate,ID,0.8,127.4,81.72,76,100,3.8,light rain
558,Nantucket,US,41.2835,-70.0995,51.94,98,100,17.27,fog
559,Amritsar,IN,31.6331,74.8656,96.62,33,0,2.3,haze
560,Oberkirch,DE,48.5324,8.0786,53.28,92,100,7.0,moderate rain
561,Kuzhenkino,RU,57.7611,33.9508,46.31,80,100,14.99,overcast clouds
562,Dalnerechensk,RU,45.9339,133.7225,40.41,75,90,4.21,overcast clouds
563,Honningsvag,NO,70.9821,25.9704,33.55,69,62,19.57,broken clouds
564,Wynyard,AU,-41.0,145.7167,60.96,80,98,12.97,overcast clouds
565,Atocha,BO,-20.9333,-66.2333,53.26,31,100,7.05,overcast clouds
566,Sistranda,NO,63.7256,8.834,35.56,54,89,17.52,overcast clouds
567,Rawson,AR,-43.3002,-65.1023,60.1,78,84,11.3,broken clouds
568,Surab,PK,28.4914,66.2585,75.7,9,0,12.44,clear sky
569,Xai-Xai,MZ,-25.0519,33.6442,76.82,65,41,17.02,light rain
570,Morondava,MG,-20.2833,44.2833,84.27,71,6,15.14,clear sky
571,Uvat,RU,59.1433,68.8953,32.32,98,100,6.04,light snow
572,Baykit,RU,61.67,96.37,14.43,95,100,2.8,overcast clouds
573,Najran,SA,17.4924,44.1277,90.25,8,0,13.58,clear sky
574,Apiai,BR,-24.5094,-48.8425,80.1,53,27,1.01,scattered clouds
575,Ovsyanka,RU,55.9575,92.5519,38.37,95,100,2.26,overcast clouds
576,Alice Springs,AU,-23.7,133.8833,62.15,39,0,3.44,clear sky
577,Maumere,ID,-8.6199,122.2111,80.28,81,71,5.01,broken clouds
578,Linxia,CN,35.6003,103.2064,57.94,14,1,5.64,clear sky
579,Scottsbluff,US,41.8666,-103.6672,33.78,62,0,7.0,clear sky
580,Wilmington Island,US,32.0036,-80.9737,63.99,53,0,13.8,clear sky
581,Seoul,KR,37.5683,126.9778,53.2,52,0,2.3,clear sky
582,Komatipoort,ZA,-25.4332,31.9548,74.05,63,94,12.1,light rain
583,Hanzhong,CN,33.0728,107.0303,68.49,46,100,4.65,overcast clouds
584,Novo Aripuana,BR,-5.1206,-60.3797,85.73,67,86,3.38,overcast clouds
585,Oktyabrskiy,RU,54.4815,53.471,42.13,97,100,7.34,overcast clouds
586,Oussouye,SN,12.485,-16.5469,100.58,19,6,4.0,clear sky
587,Itoman,JP,26.1247,127.6694,69.82,71,75,12.66,broken clouds
588,Lodja,CD,-3.4833,23.4333,82.08,71,99,2.13,light rain
589,Awassa,ET,7.05,38.4667,80.47,28,100,4.25,overcast clouds
590,Marshfield,US,44.6689,-90.1718,30.65,86,100,11.5,mist
591,Atasu,KZ,48.6814,71.6433,47.91,61,7,6.8,clear sky
592,Pochutla,MX,15.7432,-96.4661,80.91,55,11,2.51,few clouds
593,Santiago Del Estero,AR,-27.7951,-64.2615,70.09,80,100,4.47,overcast clouds
594,Ordzhonikidze,KZ,52.4411,61.7408,49.06,56,55,1.43,broken clouds
595,Wladyslawowo,PL,54.7909,18.4009,50.0,54,52,25.9,broken clouds
596,Lesnoy,RU,57.6198,63.0784,34.09,91,54,4.09,broken clouds
597,Qena,EG,26.1615,32.7183,106.14,4,5,3.96,clear sky
598,Chemax,MX,20.65,-87.9333,71.04,93,100,7.72,overcast clouds
599,Viedma,AR,-40.8135,-62.9967,65.5,67,10,1.39,clear sky
600,Kavali,IN,14.9167,79.9833,81.01,81,14,7.9,few clouds
601,Murray Bridge,AU,-35.1167,139.2667,61.12,74,0,5.99,clear sky
602,Ahipara,NZ,-35.1667,173.1667,57.56,84,12,5.41,few clouds
603,Vestmannaeyjar,IS,63.4427,-20.2734,34.79,55,0,9.22,clear sky
604,Banda Aceh,ID,5.5577,95.3222,81.57,75,51,4.56,light rain
605,Camacupa,AO,-12.0167,17.4833,72.66,77,92,2.39,moderate rain
606,Dunhua,CN,43.3725,128.2425,52.11,53,26,13.42,scattered clouds
607,Zeya,RU,53.75,127.2667,26.37,79,82,1.7,broken clouds
608,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,86.7,56,71,5.61,broken clouds
609,Goderich,CA,43.7501,-81.7165,39.9,81,96,8.05,overcast clouds
610,Yeniseysk,RU,58.4497,92.1703,30.54,98,100,1.57,overcast clouds
611,Taraz,KZ,42.9,71.3667,68.41,40,97,13.42,overcast clouds
612,Orlik,RU,52.5178,99.825,30.63,90,100,2.08,overcast clouds
613,Manta,EC,-0.95,-80.7333,76.78,88,40,2.3,scattered clouds
614,Isabela,PH,6.7085,121.9711,79.54,85,97,8.34,overcast clouds
615,Monrovia,LR,6.3005,-10.7969,91.17,74,20,8.23,few clouds
616,Stralsund,DE,54.3091,13.0818,51.03,58,7,24.7,clear sky
617,Tlacotepec,MX,20.0667,-97.8667,56.01,61,34,2.55,scattered clouds
618,Pangkalanbuun,ID,-2.6833,111.6167,74.37,98,100,3.02,overcast clouds
619,Qandala,SO,11.472,49.8728,82.29,65,96,3.11,overcast clouds
620,Sokolka,PL,53.4072,23.5023,47.64,61,100,12.68,overcast clouds
621,Te Anau,NZ,-45.4167,167.7167,42.42,91,5,1.07,clear sky
622,Kyrylivka,UA,46.3759,35.3675,47.35,93,100,7.45,overcast clouds
623,Tabou,CI,4.423,-7.3528,85.93,67,97,10.27,overcast clouds
624,Novobelokatay,RU,55.7062,58.9549,33.85,99,100,3.94,overcast clouds
625,Oktyabrskoye,RU,43.0645,44.7417,62.74,51,40,11.18,scattered clouds
626,Kuppam,IN,12.75,78.3667,84.52,37,65,9.04,broken clouds
627,Sarapulka,RU,56.8678,61.0552,42.62,56,86,3.29,overcast clouds
628,Muisne,EC,0.6,-80.0333,78.42,81,100,6.17,overcast clouds
629,Gunjur,GM,13.2019,-16.7339,100.47,15,11,9.22,few clouds
630,Warkworth,NZ,-36.4,174.6667,62.91,70,48,5.46,scattered clouds
631,Magangue,CO,9.242,-74.7547,82.62,78,100,3.06,overcast clouds
632,Monte Patria,CL,-30.6919,-70.9467,77.79,25,0,3.76,clear sky
633,Raudeberg,NO,61.9875,5.1352,36.95,90,94,20.13,overcast clouds
634,Gimli,CA,50.6336,-96.9907,26.62,63,8,12.66,clear sky
635,Marawi,PH,7.9986,124.2928,70.11,96,100,1.92,light rain
636,Gibara,CU,21.1097,-76.1317,76.32,64,30,3.98,scattered clouds
637,Mustasaari,FI,63.1142,21.6822,40.95,81,100,9.22,overcast clouds
638,Colares,PT,38.7992,-9.4469,64.29,71,75,16.11,broken clouds
639,Zabaykalsk,RU,49.6333,117.3167,40.78,26,0,17.87,clear sky
640,Rimbey,CA,52.6334,-114.2353,54.12,53,100,13.42,overcast clouds
641,Chernenko,RU,44.365,39.3103,52.5,83,80,13.78,broken clouds
642,Tucurui,BR,-3.7661,-49.6725,76.5,91,99,2.01,overcast clouds
643,Lengshuitan,CN,26.4111,111.5956,70.18,39,74,1.77,broken clouds
644,Sept-Iles,CA,50.2001,-66.3821,35.06,81,100,19.57,overcast clouds
645,Flin Flon,CA,54.7682,-101.865,22.84,93,0,2.3,clear sky
646,Marsa Matruh,EG,31.3525,27.2453,66.4,68,40,21.85,scattered clouds
647,Lahat,ID,-3.8,103.5333,72.23,97,100,2.89,overcast clouds
648,Clovis,US,36.8252,-119.7029,71.67,63,40,0.0,scattered clouds
649,Melilla,ES,35.2937,-2.9383,77.2,46,20,12.66,few clouds
650,Antibes,FR,43.5624,7.1278,77.97,33,75,31.07,broken clouds
651,Termoli,IT,41.9888,14.9895,75.78,58,1,17.69,clear sky
652,Warrnambool,AU,-38.3833,142.4833,61.81,71,27,8.21,scattered clouds
653,Binga,ZW,-17.6203,27.3414,83.52,51,91,10.25,overcast clouds
654,Arukula,EE,59.3644,25.0772,46.31,66,75,19.57,broken clouds
655,Bilibino,RU,68.0546,166.4372,-26.75,97,11,6.76,few clouds
656,Kindersley,CA,51.4668,-109.1682,33.82,69,40,14.97,scattered clouds
657,Dvinskoy,RU,62.1535,45.1175,34.05,98,100,9.22,overcast clouds
658,Qaqortoq,GL,60.7167,-46.0333,29.61,73,35,4.41,scattered clouds
659,Klimovo,RU,52.3805,32.1923,47.39,87,100,15.21,overcast clouds
660,Broken Hill,AU,-31.95,141.4333,64.11,63,97,9.22,overcast clouds
661,Manama,BH,26.2154,50.5832,89.78,62,0,13.8,clear sky
662,Cayenne,GF,4.9333,-52.3333,84.24,74,75,14.97,broken clouds
663,Vieste,IT,41.8825,16.175,63.52,69,7,12.33,clear sky
664,Lipovtsy,RU,44.2014,131.7244,40.01,85,49,13.78,scattered clouds
665,Haines Junction,CA,60.7522,-137.5108,30.15,69,100,4.61,overcast clouds
666,Yarada,IN,17.65,83.2667,84.52,74,20,4.61,mist
667,Sorbhog,IN,26.5,90.8667,77.45,65,2,5.79,clear sky
668,Zhigansk,RU,66.7697,123.3711,5.7,93,36,9.42,scattered clouds
669,Orodara,BF,10.9492,-4.9342,101.66,21,79,3.98,broken clouds
670,Dzhebariki-Khaya,RU,62.2167,135.8,2.8,98,24,1.25,few clouds
671,Menzelinsk,RU,55.7271,53.1026,39.43,99,100,8.12,overcast clouds
672,Darhan,MN,49.4867,105.9228,49.87,40,100,4.47,overcast clouds
673,Ampanihy,MG,-24.7,44.75,82.17,63,100,12.59,light rain
674,Semey,KZ,50.4111,80.2275,50.22,66,0,6.71,clear sky
675,Bud,US,39.447,-86.1758,40.75,91,100,8.93,overcast clouds
676,Kieta,PG,-6.2167,155.6333,79.34,85,95,4.34,light rain
677,Mollendo,PE,-17.0231,-72.0147,70.52,77,81,7.23,broken clouds
678,Havoysund,NO,70.9963,24.6622,34.03,78,33,19.86,scattered clouds
679,Jiangyou,CN,31.7667,104.7167,67.53,56,100,4.29,moderate rain
680,Pali,IN,25.7667,73.3333,96.12,10,0,6.91,clear sky
681,Ust-Nera,RU,64.5667,143.2,15.71,97,100,1.52,overcast clouds
682,Bolshaya Glushitsa,RU,50.2406,43.5908,62.06,51,42,15.73,scattered clouds
683,Singkawang,ID,0.9,109.0,76.84,88,33,2.1,scattered clouds
684,Benjamin Aceval,PY,-24.9667,-57.5667,71.74,92,100,4.29,overcast clouds
685,Badou,TG,7.5833,0.6,97.0,41,86,6.76,overcast clouds
686,Lakes Entrance,AU,-37.8811,147.981,63.16,88,100,10.25,overcast clouds
687,Neiafu,TO,-18.65,-173.9833,81.28,83,20,2.3,few clouds
688,Shingu,JP,33.7333,135.9833,53.49,74,0,5.41,clear sky
689,Belmonte,BR,-15.8631,-38.8828,84.7,61,13,3.36,few clouds
